finding_id,application_id,application_name,environment,cve,component_ref,cvss,epss,internet_exposed,runtime_reachable,business_criticality,concert_like_risk_score,suggested_priority,status,scanner
FND-000580,APP-0016,Reporting Reglementaire,production,CVE-2025-29927,pkg:golang/google.golang.org/grpc@9.11.4?instance=76,4.7,0.231,False,False,High,3.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000581,APP-0016,Reporting Reglementaire,production,CVE-2025-29927,pkg:golang/github.com/gorilla/mux@2.13.9?instance=46,5.6,0.0639,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000582,APP-0016,Reporting Reglementaire,production,CVE-2021-44228,pkg:golang/github.com/gorilla/mux@4.5.4?instance=39,5.6,0.0017,True,True,High,7.1,P2,Open,SyntheticScanner
FND-000583,APP-0016,Reporting Reglementaire,production,CVE-2025-24813,pkg:golang/google.golang.org/grpc@6.7.10?instance=66,4.1,0.5721,True,True,High,7.1,P2,Open,SyntheticScanner
FND-000584,APP-0016,Reporting Reglementaire,preproduction,CVE-2024-3094,pkg:golang/github.com/go-sql-driver/mysql@4.5.5?instance=15,5.3,0.1385,False,True,High,5.7,P2,Open,SyntheticScanner
FND-000585,APP-0016,Reporting Reglementaire,preproduction,CVE-2025-29927,pkg:golang/github.com/gorilla/mux@5.7.6?instance=7,5.8,0.0422,False,False,High,3.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000586,APP-0016,Reporting Reglementaire,preproduction,CVE-2026-21401,pkg:golang/github.com/prometheus/client_golang@1.19.7?instance=27,6.5,0.3963,True,True,High,10,P1,Open,SyntheticScanner
FND-000587,APP-0016,Reporting Reglementaire,preproduction,CVE-2023-44487,pkg:golang/github.com/gin-gonic/gin@8.5.9?instance=32,4.9,0.242,True,True,High,7.1,P2,Open,SyntheticScanner
FND-000588,APP-0016,Reporting Reglementaire,preproduction,CVE-2023-38545,pkg:golang/google.golang.org/grpc@3.10.12?instance=53,6.1,0.0138,False,False,High,4.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000589,APP-0016,Reporting Reglementaire,preproduction,CVE-2024-21626,pkg:golang/go.uber.org/zap@5.9.12?instance=54,5.7,0.6685,False,True,High,8.0,P1,Open,SyntheticScanner
FND-000590,APP-0016,Reporting Reglementaire,preproduction,CVE-2022-22965,pkg:golang/google.golang.org/grpc@6.15.7?instance=44,8.4,0.5943,True,True,High,10,P1,Open,SyntheticScanner
FND-000591,APP-0016,Reporting Reglementaire,preproduction,CVE-2022-22965,pkg:golang/github.com/go-sql-driver/mysql@4.5.5?instance=15,7.3,0.1109,True,True,High,9.8,P1,Open,SyntheticScanner
FND-000592,APP-0016,Reporting Reglementaire,preproduction,CVE-2025-24813,pkg:golang/go.uber.org/zap@3.6.0?instance=5,7.4,0.1978,False,False,High,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000593,APP-0016,Reporting Reglementaire,preproduction,CVE-2023-44487,pkg:golang/github.com/prometheus/client_golang@1.12.1?instance=18,4.6,0.0055,False,False,High,3.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000594,APP-0016,Reporting Reglementaire,preproduction,CVE-2025-32463,pkg:golang/go.uber.org/zap@2.3.4?instance=35,8.7,0.2287,True,True,High,10,P1,Open,SyntheticScanner
FND-000595,APP-0017,Open Banking API,production,CVE-2025-24813,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.16.6?instance=31,6.5,0.1949,False,False,High,4.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000596,APP-0017,Open Banking API,production,CVE-2025-24813,pkg:maven/org.apache.logging.log4j/log4j-core@3.15.7?instance=22,5.8,0.0395,False,True,High,5.8,P2,Open,SyntheticScanner
FND-000597,APP-0017,Open Banking API,production,CVE-2024-21626,pkg:maven/org.apache.logging.log4j/log4j-core@9.10.7?instance=3,5.0,0.2543,False,True,High,5.7,P2,Open,SyntheticScanner
FND-000598,APP-0017,Open Banking API,production,CVE-2025-24813,pkg:maven/com.fasterxml.jackson.core/jackson-databind@1.8.0?instance=37,5.6,0.0562,False,True,High,5.7,P2,Open,SyntheticScanner
FND-000599,APP-0017,Open Banking API,production,CVE-2026-21401,pkg:maven/org.apache.logging.log4j/log4j-core@8.2.3?instance=11,7.7,0.3974,False,True,High,9.5,P1,Open,SyntheticScanner
FND-000600,APP-0017,Open Banking API,production,CVE-2021-44228,pkg:maven/org.apache.logging.log4j/log4j-core@1.17.12?instance=20,6.2,0.4949,False,False,High,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000601,APP-0017,Open Banking API,production,CVE-2023-38545,pkg:maven/org.springframework/spring-core@4.10.3?instance=46,8.9,0.0635,False,True,High,9.1,P1,Open,SyntheticScanner
FND-000602,APP-0017,Open Banking API,production,CVE-2023-38545,pkg:maven/org.postgresql/postgresql@2.12.10?instance=32,5.0,0.4662,False,True,High,6.4,P2,Open,SyntheticScanner
FND-000603,APP-0017,Open Banking API,production,CVE-2024-21626,pkg:maven/org.hibernate/hibernate-core@6.20.9?instance=4,4.8,0.0711,False,True,High,4.9,P3,Open,SyntheticScanner
FND-000604,APP-0017,Open Banking API,production,CVE-2023-44487,pkg:maven/org.yaml/snakeyaml@5.6.0?instance=30,4.2,0.3943,False,True,High,5.2,P2,Open,SyntheticScanner
FND-000605,APP-0017,Open Banking API,production,CVE-2026-21401,pkg:maven/org.apache.logging.log4j/log4j-core@9.10.7?instance=3,9.2,0.4026,False,False,High,7.6,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000606,APP-0017,Open Banking API,production,CVE-2025-29927,pkg:maven/com.fasterxml.jackson.core/jackson-databind@4.3.5?instance=36,5.7,0.2494,False,True,High,6.5,P2,Open,SyntheticScanner
FND-000607,APP-0017,Open Banking API,production,CVE-2021-44228,pkg:maven/io.netty/netty-handler@6.12.10?instance=7,5.7,0.1845,False,True,High,6.3,P2,Open,SyntheticScanner
FND-000608,APP-0017,Open Banking API,production,CVE-2025-29927,pkg:maven/org.hibernate/hibernate-core@3.18.2?instance=28,9.6,0.0362,False,False,High,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000609,APP-0017,Open Banking API,production,CVE-2025-29927,pkg:maven/org.apache.commons/commons-text@2.11.10?instance=15,8.1,0.7229,False,True,High,10,P1,Open,SyntheticScanner
FND-000610,APP-0017,Open Banking API,production,CVE-2023-44487,pkg:maven/org.postgresql/postgresql@5.17.8?instance=6,6.5,0.1393,False,False,High,4.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000611,APP-0017,Open Banking API,production,CVE-2024-21626,pkg:maven/com.fasterxml.jackson.core/jackson-databind@4.3.5?instance=36,7.2,0.325,False,True,High,8.5,P1,Open,SyntheticScanner
FND-000612,APP-0017,Open Banking API,production,CVE-2021-44228,pkg:maven/io.netty/netty-handler@6.12.10?instance=7,9.2,0.2575,False,True,High,10,P1,Open,SyntheticScanner
FND-000613,APP-0017,Open Banking API,production,CVE-2023-38545,pkg:maven/io.netty/netty-handler@6.12.10?instance=7,7.6,0.3476,False,False,High,6.1,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000614,APP-0017,Open Banking API,production,CVE-2021-44228,pkg:maven/org.yaml/snakeyaml@4.1.5?instance=1,4.1,0.0985,False,False,High,2.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000615,APP-0017,Open Banking API,production,CVE-2026-21401,pkg:maven/org.apache.logging.log4j/log4j-core@8.2.3?instance=11,4.9,0.1486,False,True,High,5.3,P2,Open,SyntheticScanner
FND-000616,APP-0017,Open Banking API,production,CVE-2021-44228,pkg:maven/com.fasterxml.jackson.core/jackson-databind@1.8.0?instance=37,6.8,0.2153,False,True,High,7.6,P1,Open,SyntheticScanner
FND-000617,APP-0017,Open Banking API,production,CVE-2023-38545,pkg:maven/org.hibernate/hibernate-core@6.20.9?instance=4,9.7,0.1137,False,True,High,10,P1,Open,SyntheticScanner
FND-000618,APP-0017,Open Banking API,production,CVE-2023-44487,pkg:maven/org.postgresql/postgresql@1.1.7?instance=13,6.5,0.275,False,True,High,7.5,P1,Open,SyntheticScanner
FND-000619,APP-0017,Open Banking API,production,CVE-2025-29927,pkg:maven/org.hibernate/hibernate-core@6.20.9?instance=4,5.0,0.2656,False,True,High,5.7,P2,Open,SyntheticScanner
FND-000620,APP-0017,Open Banking API,production,CVE-2024-21626,pkg:maven/org.springframework/spring-core@6.10.3?instance=45,4.1,0.1636,False,True,High,4.4,P3,Open,SyntheticScanner
FND-000621,APP-0017,Open Banking API,preproduction,CVE-2024-21626,pkg:maven/io.netty/netty-handler@3.2.3?instance=5,6.6,0.6935,False,True,High,9.4,P1,Open,SyntheticScanner
FND-000622,APP-0017,Open Banking API,preproduction,CVE-2026-21401,pkg:maven/org.springframework/spring-core@6.12.3?instance=31,9.6,0.2169,False,True,High,10,P1,Open,SyntheticScanner
FND-000623,APP-0017,Open Banking API,preproduction,CVE-2023-44487,pkg:maven/org.yaml/snakeyaml@4.1.9?instance=54,5.0,0.2203,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000624,APP-0017,Open Banking API,preproduction,CVE-2021-44228,pkg:maven/com.fasterxml.jackson.core/jackson-databind@9.10.4?instance=38,7.1,0.0801,False,False,High,4.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000625,APP-0017,Open Banking API,preproduction,CVE-2024-21626,pkg:maven/org.yaml/snakeyaml@5.12.9?instance=49,4.8,0.326,False,True,High,5.7,P2,Open,SyntheticScanner
FND-000626,APP-0017,Open Banking API,preproduction,CVE-2025-24813,pkg:maven/org.apache.logging.log4j/log4j-core@7.12.6?instance=27,7.3,0.1952,False,False,High,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000627,APP-0017,Open Banking API,preproduction,CVE-2025-24813,pkg:maven/com.fasterxml.jackson.core/jackson-databind@9.10.4?instance=38,7.6,0.191,False,True,High,8.4,P1,Open,SyntheticScanner
FND-000628,APP-0017,Open Banking API,preproduction,CVE-2024-21626,pkg:maven/com.fasterxml.jackson.core/jackson-databind@7.12.8?instance=20,7.6,0.2992,False,False,High,6.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000629,APP-0017,Open Banking API,preproduction,CVE-2025-24813,pkg:maven/org.apache.logging.log4j/log4j-core@7.12.6?instance=27,7.6,0.3734,False,True,High,9.3,P1,Open,SyntheticScanner
FND-000630,APP-0017,Open Banking API,preproduction,CVE-2022-22965,pkg:maven/org.springframework/spring-core@2.13.10?instance=41,9.0,0.1108,False,True,High,9.5,P1,Open,SyntheticScanner
FND-000631,APP-0017,Open Banking API,preproduction,CVE-2024-21626,pkg:maven/org.springframework/spring-core@6.12.3?instance=31,5.8,0.1778,False,False,High,4.2,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000632,APP-0017,Open Banking API,preproduction,CVE-2024-3094,pkg:maven/io.netty/netty-handler@7.16.4?instance=65,7.9,0.2215,False,False,High,5.9,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000633,APP-0017,Open Banking API,preproduction,CVE-2024-21626,pkg:maven/io.netty/netty-handler@8.14.9?instance=26,5.2,0.1237,False,True,High,5.5,P2,Open,SyntheticScanner
FND-000634,APP-0017,Open Banking API,preproduction,CVE-2024-3094,pkg:maven/org.yaml/snakeyaml@2.17.6?instance=28,8.5,0.0466,False,False,High,5.8,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000635,APP-0017,Open Banking API,preproduction,CVE-2026-21401,pkg:maven/io.netty/netty-handler@6.15.2?instance=22,7.8,0.1599,False,False,High,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000636,APP-0017,Open Banking API,preproduction,CVE-2023-44487,pkg:maven/org.apache.commons/commons-text@9.17.9?instance=35,9.3,0.1679,False,False,High,6.8,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000637,APP-0017,Open Banking API,preproduction,CVE-2025-29927,pkg:maven/io.netty/netty-handler@2.3.11?instance=42,4.7,0.243,False,False,High,3.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000638,APP-0017,Open Banking API,preproduction,CVE-2024-3094,pkg:maven/org.apache.logging.log4j/log4j-core@7.12.6?instance=27,7.5,0.6797,False,True,High,10,P1,Open,SyntheticScanner
FND-000639,APP-0017,Open Banking API,preproduction,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@5.12.9?instance=49,7.5,0.2401,False,False,High,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000640,APP-0018,Batch Reconciliation,production,CVE-2023-38545,pkg:maven/org.yaml/snakeyaml@6.15.5?instance=18,7.0,0.1916,False,False,High,5.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000641,APP-0018,Batch Reconciliation,production,CVE-2026-21401,pkg:maven/org.apache.logging.log4j/log4j-core@3.18.8?instance=51,8.3,0.0969,False,True,High,8.7,P1,Open,SyntheticScanner
FND-000642,APP-0018,Batch Reconciliation,production,CVE-2022-22965,pkg:maven/com.fasterxml.jackson.core/jackson-databind@8.20.11?instance=4,5.2,0.1632,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000643,APP-0018,Batch Reconciliation,production,CVE-2024-3094,pkg:maven/org.apache.logging.log4j/log4j-core@3.18.8?instance=51,8.4,0.1112,False,False,High,5.9,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000644,APP-0018,Batch Reconciliation,production,CVE-2024-21626,pkg:maven/org.apache.commons/commons-text@3.20.2?instance=19,8.7,0.4635,False,False,High,7.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000645,APP-0018,Batch Reconciliation,production,CVE-2024-3094,pkg:maven/org.yaml/snakeyaml@6.15.5?instance=18,5.4,0.1313,True,True,High,7.4,P2,Open,SyntheticScanner
FND-000646,APP-0018,Batch Reconciliation,production,CVE-2026-21401,pkg:maven/org.postgresql/postgresql@6.14.7?instance=3,8.7,0.1778,False,True,High,9.5,P1,Open,SyntheticScanner
FND-000647,APP-0018,Batch Reconciliation,production,CVE-2022-22965,pkg:maven/org.hibernate/hibernate-core@5.19.1?instance=8,4.6,0.016,False,True,High,4.6,P3,Open,SyntheticScanner
FND-000648,APP-0018,Batch Reconciliation,production,CVE-2026-21401,pkg:maven/org.postgresql/postgresql@8.9.11?instance=47,4.5,0.2793,True,True,High,6.7,P2,Open,SyntheticScanner
FND-000649,APP-0018,Batch Reconciliation,production,CVE-2023-38545,pkg:maven/org.apache.commons/commons-text@2.7.12?instance=55,5.5,0.1116,False,False,High,3.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000650,APP-0018,Batch Reconciliation,production,CVE-2023-44487,pkg:maven/org.springframework/spring-core@5.3.4?instance=29,6.2,0.129,True,True,High,8.5,P1,Open,SyntheticScanner
FND-000651,APP-0018,Batch Reconciliation,production,CVE-2023-38545,pkg:maven/org.postgresql/postgresql@7.20.6?instance=22,9.9,0.2362,True,True,High,10,P1,Open,SyntheticScanner
FND-000652,APP-0018,Batch Reconciliation,production,CVE-2024-21626,pkg:maven/org.apache.logging.log4j/log4j-core@8.5.7?instance=33,5.7,0.5487,False,False,High,5.1,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000653,APP-0018,Batch Reconciliation,production,CVE-2025-24813,pkg:maven/com.fasterxml.jackson.core/jackson-databind@7.10.0?instance=36,9.8,0.4489,False,False,High,8.3,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000654,APP-0018,Batch Reconciliation,production,CVE-2025-32463,pkg:maven/org.postgresql/postgresql@8.18.3?instance=42,5.2,0.0092,False,True,High,5.1,P2,Open,SyntheticScanner
FND-000655,APP-0018,Batch Reconciliation,production,CVE-2025-32463,pkg:maven/org.apache.commons/commons-text@3.20.2?instance=19,8.4,0.8051,False,False,High,8.4,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000656,APP-0018,Batch Reconciliation,production,CVE-2023-44487,pkg:maven/io.netty/netty-handler@6.20.1?instance=5,6.3,0.1244,False,True,High,6.7,P2,Open,SyntheticScanner
FND-000657,APP-0018,Batch Reconciliation,production,CVE-2026-21401,pkg:maven/org.yaml/snakeyaml@5.10.9?instance=48,9.5,0.1748,False,False,High,6.9,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000658,APP-0018,Batch Reconciliation,production,CVE-2025-24813,pkg:maven/org.postgresql/postgresql@1.8.3?instance=17,4.6,0.1015,False,False,High,3.2,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000659,APP-0018,Batch Reconciliation,production,CVE-2024-3094,pkg:maven/org.apache.logging.log4j/log4j-core@6.11.6?instance=38,6.0,0.5297,False,True,High,7.9,P1,Open,SyntheticScanner
FND-000660,APP-0018,Batch Reconciliation,production,CVE-2025-29927,pkg:maven/org.hibernate/hibernate-core@5.19.1?instance=8,5.4,0.0065,False,True,High,5.3,P2,Open,SyntheticScanner
FND-000661,APP-0018,Batch Reconciliation,production,CVE-2023-38545,pkg:maven/com.fasterxml.jackson.core/jackson-databind@7.10.0?instance=36,7.1,0.574,True,True,High,10,P1,Open,SyntheticScanner
FND-000662,APP-0018,Batch Reconciliation,preproduction,CVE-2022-22965,pkg:maven/io.netty/netty-handler@4.8.8?instance=46,5.7,0.3444,False,False,High,4.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000663,APP-0018,Batch Reconciliation,preproduction,CVE-2023-38545,pkg:maven/io.netty/netty-handler@7.20.2?instance=20,7.6,0.4125,True,True,High,10,P1,Open,SyntheticScanner
FND-000664,APP-0018,Batch Reconciliation,preproduction,CVE-2025-29927,pkg:maven/org.apache.logging.log4j/log4j-core@6.10.3?instance=34,8.0,0.3113,False,True,High,9.4,P1,Open,SyntheticScanner
FND-000665,APP-0018,Batch Reconciliation,preproduction,CVE-2025-24813,pkg:maven/io.netty/netty-handler@7.20.2?instance=20,7.0,0.288,True,True,High,10,P1,Open,SyntheticScanner
FND-000666,APP-0018,Batch Reconciliation,preproduction,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@6.16.8?instance=67,8.8,0.3783,True,True,High,10,P1,Open,SyntheticScanner
FND-000667,APP-0018,Batch Reconciliation,preproduction,CVE-2025-29927,pkg:maven/org.apache.commons/commons-text@2.10.5?instance=15,5.4,0.2125,False,False,High,4.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000668,APP-0018,Batch Reconciliation,preproduction,CVE-2024-3094,pkg:maven/com.fasterxml.jackson.core/jackson-databind@3.16.0?instance=32,7.3,0.0063,True,True,High,9.2,P1,Open,SyntheticScanner
FND-000669,APP-0018,Batch Reconciliation,preproduction,CVE-2023-38545,pkg:maven/org.springframework/spring-core@5.15.11?instance=60,8.5,0.3619,False,True,High,10,P1,Open,SyntheticScanner
FND-000670,APP-0018,Batch Reconciliation,preproduction,CVE-2022-22965,pkg:maven/org.hibernate/hibernate-core@6.9.0?instance=17,4.8,0.1717,True,True,High,6.7,P2,Open,SyntheticScanner
FND-000671,APP-0018,Batch Reconciliation,preproduction,CVE-2026-21401,pkg:maven/com.fasterxml.jackson.core/jackson-databind@6.13.0?instance=38,4.5,0.5267,False,False,High,4.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000672,APP-0018,Batch Reconciliation,preproduction,CVE-2024-3094,pkg:maven/org.springframework/spring-core@9.6.11?instance=3,7.4,0.3386,True,True,High,10,P1,Open,SyntheticScanner
FND-000673,APP-0018,Batch Reconciliation,preproduction,CVE-2024-21626,pkg:maven/org.postgresql/postgresql@1.14.12?instance=65,4.5,0.2439,True,True,High,6.6,P2,Open,SyntheticScanner
FND-000674,APP-0018,Batch Reconciliation,preproduction,CVE-2023-44487,pkg:maven/org.yaml/snakeyaml@1.16.8?instance=0,4.8,0.1003,True,True,High,6.4,P2,Open,SyntheticScanner
FND-000675,APP-0018,Batch Reconciliation,preproduction,CVE-2024-3094,pkg:maven/org.yaml/snakeyaml@4.16.5?instance=18,6.2,0.3729,False,False,High,5.1,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000676,APP-0018,Batch Reconciliation,preproduction,CVE-2026-21401,pkg:maven/org.apache.logging.log4j/log4j-core@7.15.5?instance=40,8.3,0.5689,True,True,High,10,P1,Open,SyntheticScanner
FND-000677,APP-0018,Batch Reconciliation,preproduction,CVE-2024-3094,pkg:maven/org.apache.commons/commons-text@4.4.12?instance=52,5.5,0.2036,False,True,High,6.1,P2,Open,SyntheticScanner
FND-000678,APP-0018,Batch Reconciliation,preproduction,CVE-2025-32463,pkg:maven/org.springframework/spring-core@2.9.5?instance=16,7.6,0.0731,False,False,High,5.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000679,APP-0018,Batch Reconciliation,preproduction,CVE-2022-22965,pkg:maven/org.apache.logging.log4j/log4j-core@1.1.1?instance=2,6.9,0.2658,False,True,High,7.9,P1,Open,SyntheticScanner
FND-000680,APP-0018,Batch Reconciliation,preproduction,CVE-2024-21626,pkg:maven/io.netty/netty-handler@4.8.8?instance=46,9.8,0.2208,False,False,High,7.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000681,APP-0018,Batch Reconciliation,preproduction,CVE-2022-22965,pkg:maven/org.hibernate/hibernate-core@8.5.5?instance=66,5.4,0.364,True,True,High,8.4,P1,Open,SyntheticScanner
FND-000682,APP-0018,Batch Reconciliation,preproduction,CVE-2022-22965,pkg:maven/org.apache.logging.log4j/log4j-core@6.8.10?instance=48,4.7,0.0884,False,False,High,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000683,APP-0019,KYC Service,production,CVE-2024-3094,pkg:golang/golang.org/x/crypto@4.3.3?instance=47,6.1,0.2228,False,True,Medium,6.1,P2,Open,SyntheticScanner
FND-000684,APP-0019,KYC Service,production,CVE-2024-3094,pkg:golang/github.com/spf13/viper@8.3.11?instance=28,5.5,0.1774,True,True,Medium,6.9,P2,Open,SyntheticScanner
FND-000685,APP-0019,KYC Service,production,CVE-2025-29927,pkg:golang/github.com/go-sql-driver/mysql@3.13.4?instance=30,9.2,0.0953,False,True,Medium,8.6,P1,Open,SyntheticScanner
FND-000686,APP-0019,KYC Service,production,CVE-2023-38545,pkg:golang/go.uber.org/zap@5.19.10?instance=10,9.2,0.3897,True,True,Medium,10,P1,Open,SyntheticScanner
FND-000687,APP-0019,KYC Service,production,CVE-2026-21401,pkg:golang/go.uber.org/zap@7.0.2?instance=38,5.9,0.1507,False,True,Medium,5.7,P2,Open,SyntheticScanner
FND-000688,APP-0019,KYC Service,production,CVE-2025-29927,pkg:golang/google.golang.org/grpc@2.18.4?instance=29,9.4,0.3744,True,True,Medium,10,P1,Open,SyntheticScanner
FND-000689,APP-0019,KYC Service,production,CVE-2022-22965,pkg:golang/github.com/gorilla/mux@7.11.12?instance=2,5.2,0.3356,False,True,Medium,5.5,P2,Open,SyntheticScanner
FND-000690,APP-0019,KYC Service,production,CVE-2023-38545,pkg:golang/github.com/gorilla/mux@9.6.0?instance=0,6.2,0.1556,True,True,Medium,7.7,P1,Open,SyntheticScanner
FND-000691,APP-0019,KYC Service,production,CVE-2023-38545,pkg:golang/github.com/go-sql-driver/mysql@7.19.5?instance=31,9.1,0.0974,False,False,Medium,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000692,APP-0019,KYC Service,production,CVE-2023-38545,pkg:golang/github.com/gorilla/mux@9.6.0?instance=0,6.1,0.3765,True,True,Medium,8.5,P1,Open,SyntheticScanner
FND-000693,APP-0019,KYC Service,production,CVE-2022-22965,pkg:golang/github.com/prometheus/client_golang@5.7.0?instance=33,9.0,0.0365,False,False,Medium,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000694,APP-0019,KYC Service,production,CVE-2021-44228,pkg:golang/golang.org/x/crypto@3.7.3?instance=41,5.7,0.3105,True,True,Medium,7.7,P1,Open,SyntheticScanner
FND-000695,APP-0019,KYC Service,production,CVE-2023-38545,pkg:golang/google.golang.org/grpc@1.18.1?instance=16,5.5,0.7719,True,True,Medium,9.3,P1,Open,SyntheticScanner
FND-000696,APP-0019,KYC Service,production,CVE-2025-29927,pkg:golang/go.uber.org/zap@5.19.10?instance=10,5.0,0.0337,True,True,Medium,5.7,P2,Open,SyntheticScanner
FND-000697,APP-0019,KYC Service,preproduction,CVE-2026-21401,pkg:golang/go.uber.org/zap@6.16.8?instance=2,7.9,0.372,False,True,Medium,8.6,P1,Open,SyntheticScanner
FND-000698,APP-0019,KYC Service,preproduction,CVE-2025-24813,pkg:golang/golang.org/x/crypto@6.2.7?instance=72,8.5,0.2371,False,True,Medium,8.6,P1,Open,SyntheticScanner
FND-000699,APP-0019,KYC Service,preproduction,CVE-2023-44487,pkg:golang/github.com/gin-gonic/gin@7.14.10?instance=19,9.1,0.2447,False,False,Medium,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000700,APP-0019,KYC Service,preproduction,CVE-2025-24813,pkg:golang/golang.org/x/crypto@9.10.9?instance=38,4.5,0.0652,False,True,Medium,4.1,P3,Open,SyntheticScanner
FND-000701,APP-0019,KYC Service,preproduction,CVE-2026-21401,pkg:golang/github.com/gorilla/mux@8.5.5?instance=10,4.3,0.2869,False,False,Medium,3.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000702,APP-0019,KYC Service,preproduction,CVE-2026-21401,pkg:golang/github.com/gin-gonic/gin@7.14.10?instance=19,4.7,0.283,False,False,Medium,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000703,APP-0019,KYC Service,preproduction,CVE-2023-44487,pkg:golang/google.golang.org/grpc@9.14.6?instance=13,8.3,0.1517,True,True,Medium,10,P1,Open,SyntheticScanner
FND-000704,APP-0019,KYC Service,preproduction,CVE-2025-32463,pkg:golang/go.uber.org/zap@6.16.8?instance=2,7.4,0.0604,True,True,Medium,8.6,P1,Open,SyntheticScanner
FND-000705,APP-0019,KYC Service,preproduction,CVE-2023-44487,pkg:golang/golang.org/x/crypto@1.20.1?instance=69,8.2,0.222,False,True,Medium,8.2,P1,Open,SyntheticScanner
FND-000706,APP-0019,KYC Service,preproduction,CVE-2025-24813,pkg:golang/github.com/gorilla/mux@8.20.0?instance=55,5.0,0.1414,True,True,Medium,6.1,P2,Open,SyntheticScanner
FND-000707,APP-0019,KYC Service,preproduction,CVE-2025-24813,pkg:golang/golang.org/x/crypto@8.2.4?instance=21,4.0,0.7544,False,False,Medium,3.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000708,APP-0019,KYC Service,preproduction,CVE-2025-24813,pkg:golang/go.uber.org/zap@5.4.8?instance=49,4.7,0.4419,True,True,Medium,6.8,P2,Open,SyntheticScanner
FND-000709,APP-0019,KYC Service,preproduction,CVE-2023-44487,pkg:golang/golang.org/x/crypto@6.2.7?instance=72,5.5,0.1455,False,False,Medium,3.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000710,APP-0019,KYC Service,preproduction,CVE-2023-38545,pkg:golang/github.com/spf13/viper@4.15.9?instance=54,8.7,0.4621,True,True,Medium,10,P1,Open,SyntheticScanner
FND-000711,APP-0019,KYC Service,preproduction,CVE-2025-32463,pkg:golang/github.com/go-sql-driver/mysql@6.0.7?instance=6,9.8,0.0519,False,True,Medium,8.9,P1,Open,SyntheticScanner
FND-000712,APP-0019,KYC Service,preproduction,CVE-2025-24813,pkg:golang/go.uber.org/zap@5.13.6?instance=36,4.7,0.4926,False,False,Medium,3.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000713,APP-0019,KYC Service,preproduction,CVE-2026-21401,pkg:golang/github.com/gin-gonic/gin@7.14.10?instance=19,9.6,0.2804,False,False,Medium,6.7,P2,Accepted - dead/unreachable code,SyntheticScanner
